@T,table
Created,2021-06-09 11:05
Author,HortonMachine library
@H,timestamp,value_0,value_1,value_2,value_3
ID,,0,1,2,3
Type,Date,double,double,double,double
Format,yyyy-MM-dd HH:mm,,,,
,2003-01-01 00:00,0.3025870416131295,0.3108141890739795,0.33215967067090746,0.3644444663508879
,2003-01-01 01:00,0.3025870416131295,0.3108141890739795,0.33215967067090746,0.3644442363337336
,2003-01-01 02:00,0.3025870416131295,0.3108141890739795,0.33215967067090746,0.364443116929965
,2003-01-01 03:00,0.3025870416131295,0.3108141890739795,0.33215967067090746,0.3644398454420914
,2003-01-01 04:00,0.3025870416131295,0.3108141890739795,0.3321596706709073,0.36443282608856864
,2003-01-01 05:00,0.3025870416131295,0.3108141890739795,0.33215967067090607,0.36442051769833295
,2003-01-01 06:00,0.3025870416131295,0.3108141890739795,0.3321596706708987,0.36440171767586327
,2003-01-01 07:00,0.3025870416131295,0.3108141890739795,0.33215967067086294,0.3643756720720942
,2003-01-01 08:00,0.3025870416131295,0.3108141890739795,0.33215967067071844,0.36434205543447873
,2003-01-01 09:00,0.3025870416131377,0.3108141890739795,0.33215967067021535,0.364300887511003
,2003-01-01 10:00,0.3025870416134866,0.3108141890739795,0.33215967066867313,0.3642524352951192
,2003-01-01 11:00,0.3025870416187848,0.3108141890739795,0.3321596706644348,0.36419712521330294
,2003-01-01 12:00,0.3025870416638189,0.3108141890739795,0.3321596706538403,0.3641354740645152
,2003-01-01 13:00,0.30258704192277697,0.3108141890739795,0.33215967062945995,0.3640680389649076
,2003-01-01 14:00,0.30258704304085093,0.3108141890739795,0.33215967057728757,0.3639953832435018
,2003-01-01 15:00,0.3025870469116421,0.3108141890739795,0.3321596704725797,0.36391805451483583
,2003-01-01 16:00,0.3025870581518906,0.31081418907397956,0.3321596702740631,0.3638365715226791
,2003-01-01 17:00,0.30258708643705,0.3108141890739797,0.3321596699163045,0.3637514170449021
,2003-01-01 18:00,0.3025871496479336,0.3108141890739802,0.3321596693001564,0.36366303484364126
,2003-01-01 19:00,0.30258727749728,0.3108141890739819,0.33215966828132826,0.3635718292223761
,2003-01-01 20:00,0.3025875150528001,0.3108141890739883,0.3321596666572817,0.3634781661929496
,2003-01-01 21:00,0.3025879254414769,0.31081418907400876,0.33215966415278386,0.36338237557720987
,2003-01-01 22:00,0.30258859106154273,0.3108141890740689,0.33215966040456746,0.36328475359539303
,2003-01-01 23:00,0.30258961284520897,0.3108141890742323,0.33215965494562166,0.3631855656508858
,2003-01-02 00:00,0.3025911074502342,0.3108141890746444,0.33215964718967617,0.36308504912840633
,2003-01-02 01:00,0.30259320263800504,0.3108141890756186,0.33215963641643964,0.3629834160948532
,2003-01-02 02:00,0.3025960313868764,0.31081418907778763,0.33215962175811686,0.3628808558399854
,2003-01-02 03:00,0.30259972545170344,0.31081418908236336,0.33215960218766094,0.3627775372253831
,2003-01-02 04:00,0.30260440911856357,0.3108141890915527,0.3321595765091355,0.3626736108301717
,2003-01-02 05:00,0.30261019374239884,0.31081418910919456,0.3321595433504604,0.3625692108944576
,2003-01-02 06:00,0.3026171734440394,0.310814189141694,0.33215950115871595,0.3624644570688649
,2003-01-02 07:00,0.30262542221085925,0.31081418919933285,0.33215944819808335,0.36235945598268826
,2003-01-02 08:00,0.30263499250112535,0.3108141892980426,0.3321593825504052,0.3622543026451517
,2003-01-02 09:00,0.3026459152603583,0.31081418946171463,0.33215930211827555,0.362149081694881
,2003-01-02 10:00,0.3026582012879955,0.3108141897251111,0.3321592046305001,0.3620438685124663
,2003-01-02 11:00,0.30267184400662217,0.31081419013741596,0.33215908764971946,0.3619387302102661
,2003-01-02 12:00,0.3026868237543783,0.31081419076643785,0.3321589485819481,0.3618337265126196
,2003-01-02 13:00,0.30270311374144876,0.31081419170344005,0.3321587846877609,0.36172891053851497
,2003-01-02 14:00,0.3027206875858952,0.31081419306853775,0.33215859309484574,0.3616243294976297
,2003-01-02 15:00,0.3027395282772041,0.3108141950165676,0.3321583708116403,0.3615200253095442
,2003-01-02 16:00,0.30275963821037066,0.3108141977432986,0.33215811474177576,0.36141603515488585
,2003-01-02 17:00,0.30278104953549134,0.3108142014918337,0.3321578216990666,0.36131239196618925
,2003-01-02 18:00,0.3028038333930192,0.31081420655902897,0.3321574884228011,0.3612091248653776
,2003-01-02 19:00,0.3028281057169786,0.31081421330175707,0.3321571115931107,0.3611062595539738
,2003-01-02 20:00,0.30285402843702164,0.3108142221428438,0.33215668784621954,0.36100381866143616
,2003-01-02 21:00,0.30288180699528855,0.3108142335765296,0.3321562137894001,0.36090182205638177
,2003-01-02 22:00,0.30291168703277,0.3108142481733387,0.3321556860154867,0.3608002871248993
,2003-01-02 23:00,0.3029439681309166,0.31081426658428324,0.3321551011168219,0.3606992290196538
,2003-01-03 00:00,0.3029790788533545,0.31081428954438306,0.3321544556985355,0.36059866088305226
,2003-01-03 01:00,0.30301776908637446,0.3108143178755437,0.3321537463910755,0.36049859404735185
,2003-01-03 02:00,0.30306148209354244,0.31081435248889877,0.3321529698619325,0.3603990382142538
,2003-01-03 03:00,0.3031129093216066,0.31081439438678465,0.33215212282651574,0.36030000161622944
,2003-01-03 04:00,0.30317660658341916,0.31081444466458324,0.33215120205815524,0.3602014911615642
,2003-01-03 05:00,0.3032594214810708,0.3108145045127437,0.33215020439721854,0.36010351256487205
,2003-01-03 06:00,0.30337050196828136,0.31081457521941547,0.332149126759343,0.3600060704646355
,2003-01-03 07:00,0.30352042578179644,0.31081465817433984,0.3321479661427942,0.359909168529147
