@T,table
Created,2021-10-02 09:53
Author,HortonMachine library
@H,timestamp,value_39,value_73
ID,,39,73
Type,Date,Double,Double
Format,yyyy-MM-dd HH:mm,,
,2003-01-01 00:00,-0.6524366821172141,-0.829993215016422
,2003-01-01 01:00,-0.6527839590201322,-0.8303677120838393
,2003-01-01 02:00,-0.6531309914159779,-0.8307418931469799
,2003-01-01 03:00,-0.6534777796715682,-0.8311157589169994
,2003-01-01 04:00,-0.6538243241532857,-0.8314893101023647
,2003-01-01 05:00,-0.6541706252270743,-0.8318625474088641
,2003-01-01 06:00,-0.6545166832584319,-0.8322354715396252
,2003-01-01 07:00,-0.6548624986124129,-0.832608083195125
,2003-01-01 08:00,-0.6552080716536217,-0.8329803830732082
,2003-01-01 09:00,-0.6555534027462109,-0.8333523691786681
,2003-01-01 10:00,-0.6558984922538748,-0.8337239852695812
,2003-01-01 11:00,-0.6562433405398503,-0.8340948156185309
,2003-01-01 12:00,-0.6565879479669107,-0.8344631862497718
,2003-01-01 13:00,-0.6569323148973595,-0.8348245959297358
,2003-01-01 14:00,-0.6572764416929981,-0.835170022267223
,2003-01-01 15:00,-0.657620328714966,-0.8354850154380664
,2003-01-01 16:00,-0.6579639763231079,-0.8357502290909419
,2003-01-01 17:00,-0.6583073848738695,-0.8359434066644204
,2003-01-01 18:00,-0.6586505547143074,-0.8360423092222322
,2003-01-01 19:00,-0.6589934861673062,-0.8360278606197264
,2003-01-01 20:00,-0.6593361794992255,-0.8358868502974649
,2003-01-01 21:00,-0.6596786348563002,-0.835613666246934
,2003-01-01 22:00,-0.6600208521508231,-0.8352107612134758
,2003-01-01 23:00,-0.660362830873926,-0.8346878496561845
,2003-01-02 00:00,-0.660704569810119,-0.8340601703436212
,2003-01-02 01:00,-0.6610460666311009,-0.8333463546888571
,2003-01-02 02:00,-0.6613873173534637,-0.8325663914605803
,2003-01-02 03:00,-0.6617283156566506,-0.8317399871332927
,2003-01-02 04:00,-0.6620690520725406,-0.8308854227978723
,2003-01-02 05:00,-0.6624095130744162,-0.8300188448397141
,2003-01-02 06:00,-0.6627496801082828,-0.8291537989773353
,2003-01-02 07:00,-0.6630895286211889,-0.8283007571684026
,2003-01-02 08:00,-0.6634290271476572,-0.8274664591764742
,2003-01-02 09:00,-0.6637681365156372,-0.8266530365703825
,2003-01-02 10:00,-0.6641068092276009,-0.8258570112469646
,2003-01-02 11:00,-0.6644449890615235,-0.8250682947737044
,2003-01-02 12:00,-0.6647826109217992,-0.8242693354227528
,2003-01-02 13:00,-0.6651196009533995,-0.823434802672924
,2003-01-02 14:00,-0.6654558769151011,-0.8225325396349591
,2003-01-02 15:00,-0.6657913487906432,-0.8215263385596213
,2003-01-02 16:00,-0.6661259196008992,-0.8203803386076977
,2003-01-02 17:00,-0.6664594863660589,-0.8190641446360549
,2003-01-02 18:00,-0.6667919411547527,-0.817557459417376
,2003-01-02 19:00,-0.6671231721474593,-0.8158532572223415
,2003-01-02 20:00,-0.6674530646352504,-0.813954971941774
,2003-01-02 21:00,-0.6677815018731923,-0.811852208961057
,2003-01-02 22:00,-0.6681083657118428,-0.8094479206886089
,2003-01-02 23:00,-0.6684335369415204,-0.8064378972144899
,2003-01-03 00:00,-0.6687568953020572,-0.8021946043509118
,2003-01-03 01:00,-0.669078319131779,-0.795756744912385
,2003-01-03 02:00,-0.6693976846431278,-0.786084672622989
,2003-01-03 03:00,-0.6697148647979685,-0.7724752070403983
,2003-01-03 04:00,-0.6700297276830368,-0.7550001794527922
,2003-01-03 05:00,-0.6703421341244862,-0.7346789968050916
,2003-01-03 06:00,-0.6706519340190769,-0.7131619613936053
,2003-01-03 07:00,-0.670958960532209,-0.6921143968297636
,2003-01-03 08:00,-0.6712630210151183,-0.6727229811176367
,2003-01-03 09:00,-0.6715638833716459,-0.6555710508894373
,2003-01-03 10:00,-0.6718612568120224,-0.6407802905280956
,2003-01-03 11:00,-0.6721547665573353,-0.6282114841968576
,2003-01-03 12:00,-0.6724439230684466,-0.6176150204297824
,2003-01-03 13:00,-0.6727280875786538,-0.6087166962901199
,2003-01-03 14:00,-0.673006436767792,-0.6012581591964327
,2003-01-03 15:00,-0.6732779300033561,-0.595012071463318
,2003-01-03 16:00,-0.6735412826730779,-0.5897849841636083
,2003-01-03 17:00,-0.6737949488426608,-0.5854149899411409
,2003-01-03 18:00,-0.6740371157908394,-0.5817675901184711
,2003-01-03 19:00,-0.6742657119360119,-0.5787313024346517
,2003-01-03 20:00,-0.6744784283853058,-0.5762136782602755
,2003-01-03 21:00,-0.674672753099761,-0.5741378895279918
,2003-01-03 22:00,-0.6748460156614173,-0.5724398780443022
,2003-01-03 23:00,-0.674995440037448,-0.5710660475417849
,2003-01-04 00:00,-0.6751182024498218,-0.5699713917389595
,2003-01-04 01:00,-0.675211490882482,-0.5691179644639685
,2003-01-04 02:00,-0.6752725642109675,-0.5684736623924916
,2003-01-04 03:00,-0.6752988067955916,-0.5680112287104714
,2003-01-04 04:00,-0.675287779137206,-0.567707426221127
,2003-01-04 05:00,-0.6752372601939122,-0.567542390271221
,2003-01-04 06:00,-0.6751452847672321,-0.5674989810030278
,2003-01-04 07:00,-0.6750101689657063,-0.5675612228684112
,2003-01-04 08:00,-0.6748305338660338,-0.5677105253999531
,2003-01-04 09:00,-0.6746053100838678,-0.5679203466969237
,2003-01-04 10:00,-0.6743337540175383,-0.5681514155707739
,2003-01-04 11:00,-0.6740154313196758,-0.5683484797490143
,2003-01-04 12:00,-0.6736502370205287,-0.5684405684463396
