thetaS,thetaR,n,alpha,alphaSpecificStorage,betaSpecificStorage,Ks
#1 calibration with LUCA 
0.381357298709867, 0.095, 1.31, 1.9, 0.0, 0.0, 7.222400E-7
#2 calibration with LUCA
0.381357298709867, 0.095, 1.31, 1.9, 0.0, 0.0, 7.222400E-7
