@T,table
Created,2021-10-05 09:26
Author,HortonMachine library
@H,timestamp,value_161,value_39,value_88,value_137
ID,,161,39,88,137
Type,Date,Double,Double,Double,Double
Format,yyyy-MM-dd HH:mm,,,,
,2003-01-01 00:00,-1.1103701091986728,-0.7238730021395124,-0.8138795267636496,-0.9771036043834248
,2003-01-01 01:00,-1.1108389930601543,-0.7241571392207617,-0.8142340533170984,-0.9775372514044194
,2003-01-01 02:00,-1.1113074534485305,-0.7244412859609798,-0.814588415582667,-0.9779705544537463
,2003-01-01 03:00,-1.1117754913486393,-0.7247254417343963,-0.8149426135208716,-0.9784035141774876
,2003-01-01 04:00,-1.1122431077415595,-0.7250096059189329,-0.815296647094042,-0.9788361312200952
,2003-01-01 05:00,-1.11271030360463,-0.7252937778961773,-0.815650516266306,-0.9792684062243938
,2003-01-01 06:00,-1.1131770799114657,-0.7255779570513722,-0.8160042210035694,-0.9797003398315886
,2003-01-01 07:00,-1.1136434376319821,-0.725862142773394,-0.8163577612735016,-0.98013193268126
,2003-01-01 08:00,-1.114109377732414,-0.7261463344547355,-0.8167111370455152,-0.9805631854113721
,2003-01-01 09:00,-1.1145748995713942,-0.7264305314914912,-0.8170643482907517,-0.9809940986582744
,2003-01-01 10:00,-1.1150399673694855,-0.7267147332833355,-0.8174173949820636,-0.9814246730567036
,2003-01-01 11:00,-1.1155042908832762,-0.7269989392335068,-0.8177702770939982,-0.981854909239751
,2003-01-01 12:00,-1.1159665998845947,-0.7272831487487917,-0.8181229946027812,-0.9822848078385132
,2003-01-01 13:00,-1.1164231819991894,-0.7275673612395047,-0.8184755474862984,-0.9827143694795268
,2003-01-01 14:00,-1.1168659514780268,-0.727851576119472,-0.8188279357240806,-0.9831435947719828
,2003-01-01 15:00,-1.1172808458164467,-0.7281357928060159,-0.8191801592972904,-0.9835724842591214
,2003-01-01 16:00,-1.117647419338448,-0.7284200107199345,-0.8195322181887027,-0.9840010382708152
,2003-01-01 17:00,-1.1179400717268562,-0.728704229285487,-0.8198841123826875,-0.9844292565526082
,2003-01-01 18:00,-1.1181307481180796,-0.728988447930374,-0.820235841865202,-0.9848571374688924
,2003-01-01 19:00,-1.11819251075511,-0.7292726660857223,-0.8205874066237626,-0.9852846765094267
,2003-01-01 20:00,-1.1181031988025378,-0.7295568831860675,-0.820938806647444,-0.9857118638050029
,2003-01-01 21:00,-1.117848414289687,-0.7298410986693371,-0.8212900419268523,-0.9861386804121398
,2003-01-01 22:00,-1.1174232367511963,-0.7301253119768293,-0.8216411124541144,-0.986565093271509
,2003-01-01 23:00,-1.1168323413272445,-0.7304095225532058,-0.8219920182228655,-0.9869910489650783
,2003-01-02 00:00,-1.1160887504759467,-0.7306937298464642,-0.8223427592282293,-0.9874164666512862
,2003-01-02 01:00,-1.1152116867317217,-0.7309779333079284,-0.8226933354668053,-0.9878412307890188
,2003-01-02 02:00,-1.1142240643192731,-0.7312621323922295,-0.8230437469366542,-0.988265184413989
,2003-01-02 03:00,-1.113150284195502,-0.7315463265572879,-0.8233939936372793,-0.9886881237665236
,2003-01-02 04:00,-1.112014427504036,-0.7318305152642964,-0.8237440755696096,-0.9891097949767873
,2003-01-02 05:00,-1.1108389313042648,-0.7321146979777085,-0.8240939927359747,-0.9895298933101315
,2003-01-02 06:00,-1.1096436584690232,-0.7323988741652159,-0.8244437451400719,-0.9899480652031595
,2003-01-02 07:00,-1.108445104101189,-0.7326830432977361,-0.8247933327869204,-0.99036391303118
,2003-01-02 08:00,-1.1072554795475953,-0.73296720484939,-0.825142755682787,-0.9907770022868535
,2003-01-02 09:00,-1.1060815005541633,-0.7332513582974969,-0.8254920138350751,-0.9911868706504205
,2003-01-02 10:00,-1.1049229826877944,-0.7335355031225462,-0.8258411072521435,-0.9915930383063636
,2003-01-02 11:00,-1.1037713631947146,-0.7338196388081855,-0.8261900359430459,-0.9919950188042672
,2003-01-02 12:00,-1.102608265147876,-0.7341037648412091,-0.8265387999171303,-0.9923923297545391
,2003-01-02 13:00,-1.1014044450489218,-0.7343878807115352,-0.8268873991834598,-0.9927845026709449
,2003-01-02 14:00,-1.1001199266994974,-0.7346719859121933,-0.8272358337499964,-0.9931710913030997
,2003-01-02 15:00,-1.0987067695628172,-0.7349560799393058,-0.8275841036224747,-0.9935516778345482
,2003-01-02 16:00,-1.0971139356840818,-0.7352401622920759,-0.8279322088028768,-0.9939258763592399
,2003-01-02 17:00,-1.0952941446942688,-0.7355242324727673,-0.8282801492874352,-0.9942933331106593
,2003-01-02 18:00,-1.0932115064172145,-0.7358082899866939,-0.8286279250640511,-0.9946537230371602
,2003-01-02 19:00,-1.0908458895491275,-0.7360923343421965,-0.8289755361090533,-0.9950067425314723
,2003-01-02 20:00,-1.0881943754116452,-0.7363763650506348,-0.8293229823831867,-0.9953520984529354
,2003-01-02 21:00,-1.0852404697024378,-0.7366603816263644,-0.8296702638267549,-0.9956894940107458
,2003-01-02 22:00,-1.0818632529203196,-0.7369443835867293,-0.8300173803538435,-0.9960186125212317
,2003-01-02 23:00,-1.0776330386809294,-0.7372283704520378,-0.8303643318455726,-0.9963391002810239
,2003-01-03 00:00,-1.0715922178376818,-0.737512341745556,-0.8307111181423261,-0.9966505492575866
,2003-01-03 01:00,-1.0621775723368063,-0.7377962969934831,-0.8310577390349724,-0.9969524779531678
,2003-01-03 02:00,-1.0475382906531183,-0.7380802357249439,-0.8314041942550647,-0.997244303373575
,2003-01-03 03:00,-1.02634690042267,-0.738364157471966,-0.8317504834640767,-0.9975252880664691
